id,GlobalDockQ,Rank
8YM2_A_8YM2_B,0.71,002
8YM2_A_8YM2_B,0.75,003
8YM2_A_8YM2_B,0.75,004
8YM2_A_8YM2_B,0.72,005
8YWB_AauthD_8YWB_B,0.16,001
8YWB_AauthD_8YWB_B,0.19,002
8YWB_AauthD_8YWB_B,0.21,003
8YWB_AauthD_8YWB_B,0.16,004
8YWB_AauthD_8YWB_B,0.2,005
8ZLZ_B_8ZLZ_authD,0.63,001
8ZLZ_B_8ZLZ_authD,0.62,002
8ZLZ_B_8ZLZ_authD,0.6,003
8ZLZ_B_8ZLZ_authD,0.63,004
8ZLZ_B_8ZLZ_authD,0.13,005
9BD3_A_9BD3_B,0.08,001
9BD3_A_9BD3_B,0.08,002
9BD3_A_9BD3_B,0.12,003
9BD3_A_9BD3_B,0.12,004
9BD3_A_9BD3_B,0.12,005
9CC5_A_9CC5_B,0.42,001
9CC5_A_9CC5_B,0.62,002
9CC5_A_9CC5_B,0.68,003
9CC5_A_9CC5_B,0.57,004
9CC5_A_9CC5_B,0.38,005
9CC6_A_9CC6_B,0.9,001
9CC6_A_9CC6_B,0.9,002
9CC6_A_9CC6_B,0.9,003
9CC6_A_9CC6_B,0.9,004
9CC6_A_9CC6_B,0.9,005
9DD3_A_9DD3_B,0.91,001
9DD3_A_9DD3_B,0.91,002
9DD3_A_9DD3_B,0.91,003
9DD3_A_9DD3_B,0.83,004
9DD3_A_9DD3_B,0.79,005
9EXT_A_9EXT_authD,0.02,001
9EXT_A_9EXT_authD,0.62,002
9EXT_A_9EXT_authD,0.53,003
9EXT_A_9EXT_authD,0.59,004
9EXT_A_9EXT_authD,0.03,005
9F6S_A_9F6S_B,0.84,001
9F6S_A_9F6S_B,0.85,002
9F6S_A_9F6S_B,0.84,003
9F6S_A_9F6S_B,0.84,004
9F6S_A_9F6S_B,0.84,005
9H3D_EF_9H3D_A,0.53,001
9H3D_EF_9H3D_A,0.06,002
9H3D_EF_9H3D_A,0.21,003
9H3D_EF_9H3D_A,0.2,004
9H3D_EF_9H3D_A,0.1,005
9I5R_A_9I5R_B,0.85,001
9I5R_A_9I5R_B,0.86,002
9I5R_A_9I5R_B,0.85,003
9I5R_A_9I5R_B,0.87,004
9I5R_A_9I5R_B,0.88,005
9J5E_A_9J5E_B,0.69,001
9J5E_A_9J5E_B,0.66,002
9J5E_A_9J5E_B,0.59,003
9J5E_A_9J5E_B,0.64,004
9J5E_A_9J5E_B,0.64,005
9JUA_A_9JUA_authB,0.73,001
9JUA_A_9JUA_authB,0.07,002
9JUA_A_9JUA_authB,0.08,003
9JUA_A_9JUA_authB,0.08,004
9JUA_A_9JUA_authB,0.07,005
9L6B_AB_9L6B_C,0.9,001
9L6B_AB_9L6B_C,0.89,002
9L6B_AB_9L6B_C,0.9,003
9L6B_AB_9L6B_C,0.89,004
9L6B_AB_9L6B_C,0.88,005
9QN7_AB_9QN7_C,0.04,001
9QN7_AB_9QN7_C,0.02,002
9QN7_AB_9QN7_C,0.01,003
9QN7_AB_9QN7_C,0.03,004
9QN7_AB_9QN7_C,0.04,005
