id,GlobalDockQ,Rank
9F6S_A_9F6S_B,0.49,005
9H3D_EF_9H3D_A,0.26,001
9H3D_EF_9H3D_A,0.04,002
9H3D_EF_9H3D_A,0.09,003
9H3D_EF_9H3D_A,0.1,004
9H3D_EF_9H3D_A,0.12,005
9I5R_A_9I5R_B,0.86,001
9I5R_A_9I5R_B,0.84,002
9I5R_A_9I5R_B,0.78,003
9I5R_A_9I5R_B,0.83,004
9I5R_A_9I5R_B,0.82,005
9J5E_A_9J5E_B,0.86,001
9J5E_A_9J5E_B,0.88,002
9J5E_A_9J5E_B,0.83,003
9J5E_A_9J5E_B,0.83,004
9J5E_A_9J5E_B,0.84,005
9JUA_A_9JUA_authB,0.71,001
9JUA_A_9JUA_authB,0.77,002
9JUA_A_9JUA_authB,0.65,003
9JUA_A_9JUA_authB,0.68,004
9JUA_A_9JUA_authB,0.69,005
9L6B_AB_9L6B_C,0.83,001
9L6B_AB_9L6B_C,0.83,002
9L6B_AB_9L6B_C,0.83,003
9L6B_AB_9L6B_C,0.8,004
9L6B_AB_9L6B_C,0.82,005
9QN7_AB_9QN7_C,0.19,001
9QN7_AB_9QN7_C,0.18,002
9QN7_AB_9QN7_C,0.21,003
9QN7_AB_9QN7_C,0.19,004
9QN7_AB_9QN7_C,0.04,005
